Date Num,Incident Date,State,City Or County,Address,Num Killed,# Injured,Operations,soFar
365,12/31/2017,Tennessee,Nashville,I 65 and Trinity Lane,1,1,N/A,
365,12/31/2017,California,Northridge,8644 Balboa Blvd,1,0,N/A,
365,12/31/2017,Georgia,Augusta,1814 Fayetteville Dr,1,0,N/A,
365,12/31/2017,Illinois,Joliet,900 Rosalind St,2,0,N/A,
365,12/31/2017,Virginia,Hopewell,2400 block of Wakefield Street,1,0,N/A,
365,12/31/2017,Nevada,Las Vegas,4800 block of Chantilly Ave,1,0,N/A,
365,12/31/2017,California,San Diego,Teak St and S 38th Street,1,0,N/A,
365,12/31/2017,Texas,Round Rock,1100 block of Preserve Pl,1,0,N/A,
365,12/31/2017,Mississippi,Cleveland,N/A,1,0,N/A,
365,12/31/2017,Texas,San Antonio,1600 block of Mardell St,1,0,N/A,
365,12/31/2017,Colorado,Denver,214 S Federal Blvd,1,0,N/A,
365,12/31/2017,Missouri,Florissant,11300 block of Bristol Rock Rd,1,0,N/A,
365,12/31/2017,South Carolina,Florence,South Ballard Street,1,0,N/A,
365,12/31/2017,New Jersey,Trenton,100 block of Brown St,1,1,N/A,
365,12/31/2017,California,Delano,2100 block of Norwalk St,1,0,N/A,
365,12/31/2017,California,Los Angeles,869 S Western Ave,0,1,N/A,
365,12/31/2017,Colorado,Littleton (Highlands Ranch),3404 E County Line Rd,2,6,N/A,
365,12/31/2017,Michigan,Ypsilanti,Cliffs Dr,1,0,N/A,
365,12/31/2017,Utah,Magna,2665 S 8990 W,2,0,N/A,
365,12/31/2017,Tennessee,Madison,201 E Palestine Ave,1,0,N/A,
365,12/31/2017,Indiana,Indianapolis,5300 Acorn Ln,1,0,N/A,
365,12/31/2017,Mississippi,Magnolia,1016 DL Jefferson Ln,1,0,N/A,
365,12/31/2017,Ohio,Cleveland,Kenyon Ave and E 65th St,1,0,N/A,
365,12/31/2017,Texas,Highlands,Mizell St,1,0,N/A,
365,12/31/2017,Virginia,Norfolk,3700 block of Tait Terr,1,0,N/A,
365,12/31/2017,Texas,Austin,4800 block of Doss Rd,1,0,N/A,
365,12/31/2017,Texas,Kilgore,1910 Meadowgreen Dr,1,0,N/A,
365,12/31/2017,Wisconsin,Milwaukee,40th and Sheridan,1,0,N/A,
365,12/31/2017,South Carolina,Greenville,115 Rasor Dr,1,0,N/A,
365,12/31/2017,South Carolina,Columbia,Coley Rd,1,0,N/A,
365,12/31/2017,California,West Sacramento,1050 W Capitol Ave,3,0,N/A,
365,12/31/2017,New Jersey,Camden,600 block of Woodland St,1,0,N/A,
365,12/31/2017,Ohio,Mechanicsburg,9800 block of Loveless Rd,1,1,N/A,
365,12/31/2017,Ohio,Groveport,4000 block of Yukon Ave,1,0,N/A,
365,12/31/2017,Ohio,Dayton (West Carrollton),300 block of Enxing Ave,2,0,N/A,
365,12/31/2017,Florida,Fort Lauderdale (Lauderhill),5300 Block of NW 17th Ct,1,0,N/A,
365,12/31/2017,Virginia,Norfolk,300 block of Virginian Dr,1,1,N/A,
365,12/31/2017,Florida,Boynton Beach,200 Block of NW 3rd Ave,2,0,N/A,
365,12/31/2017,West Virginia,Flemington,45 High St,1,0,N/A,
365,12/31/2017,New Jersey,Long Branch,635 Wall St,4,0,N/A,
365,12/31/2017,Pennsylvania,Harrisburg,1900 block of Brookwood St,1,1,N/A,
365,12/31/2017,New Jersey,Newark,2nd St and Central Ave,1,0,N/A,
365,12/31/2017,Nevada,Las Vegas,Alexander Rd and Lamb Blvd,1,0,N/A,
365,12/31/2017,South Carolina,Columbia,Bluff Rd,1,0,N/A,
365,12/31/2017,Florida,Jacksonville,34th St and Wilson St,1,0,N/A,
365,12/31/2017,Massachusetts,Lawrence,170 Reservoir St,1,0,N/A,
364,12/30/2017,Nevada,Las Vegas,740 S Decatur Blvd,3,0,N/A,
364,12/30/2017,Washington,Auburn,200 block of F St SW,1,0,N/A,
364,12/30/2017,Minnesota,Burnsville,Hilltop Rd and Circle Dr,1,0,N/A,
364,12/30/2017,Maryland,District Heights,3300 block of Walters Ln,1,0,N/A,
364,12/30/2017,North Carolina,Ernul,585 Aurora Rd,1,1,N/A,
364,12/30/2017,Washington,Vancouver,12500 block of NE 28th St,1,0,N/A,
364,12/30/2017,California,Oakland,3400 block of High St,1,0,N/A,
364,12/30/2017,Florida,Tampa,1806 N Nebraska Ave,1,1,N/A,
364,12/30/2017,Ohio,Cleveland,6700 block of Sebert Ave,1,0,N/A,
364,12/30/2017,California,Redwood City,1900 Broadway,1,0,N/A,
364,12/30/2017,Indiana,Evansville,5000 Monroe Ave,1,0,N/A,
364,12/30/2017,Connecticut,Manchester,1540 Pleasant Valley Rd,1,0,N/A,
364,12/30/2017,California,San Pablo,2800 block of Valencia Way,1,1,N/A,
364,12/30/2017,California,Modesto,601 N Franklin St,1,0,N/A,
364,12/30/2017,California,Stockton,Access St and Tam O Shanter Dr,1,0,N/A,
364,12/30/2017,Tennessee,Harriman,200 block of Harding Road,1,0,N/A,
364,12/30/2017,Arkansas,Helena,100 block of Oakland Street,1,1,N/A,
364,12/30/2017,Texas,Houston,W Orem and Townwood,1,0,N/A,
364,12/30/2017,North Carolina,High Point,523 Amos St,1,0,N/A,
364,12/30/2017,Texas,Crowell,N/A,1,0,N/A,
364,12/30/2017,Alaska,Anchorage,100 block of Oklahoma St,1,0,N/A,
364,12/30/2017,Kansas,Kansas City,700 block of N 9th St,1,0,N/A,
364,12/30/2017,Texas,Hillsboro,1000 block of E Walnut St,1,0,N/A,
364,12/30/2017,Missouri,Independence,14609 E Truman Rd,1,0,N/A,
364,12/30/2017,Wisconsin,Brookfield,20150 W. Blue Mound Road,1,0,N/A,
364,12/30/2017,Ohio,Cleveland,Euclid Ave and E 79th St,1,0,N/A,
364,12/30/2017,Florida,Polk City,9511 Evans Road,2,1,N/A,
364,12/30/2017,Ohio,Columbus,847 E 11th Ave,1,0,N/A,
364,12/30/2017,Alabama,Greensboro,County Rd 16,1,0,N/A,
364,12/30/2017,Louisiana,Baton Rouge,6224 Plank Rd.,2,0,N/A,
364,12/30/2017,Mississippi,Jackson,400 block of Bonita Street,1,0,N/A,
364,12/30/2017,Mississippi,Jackson,212 Lindsey Drive,1,0,N/A,
364,12/30/2017,Washington,Lynnwood,16100 Ash Way,1,0,N/A,
364,12/30/2017,Virginia,Martinsville,1105 Brookdale Rd,1,0,N/A,
364,12/30/2017,Georgia,Savannah,Montgomery St and W Park Ave,1,0,N/A,
363,12/29/2017,Oklahoma,Hartshorne,1200 block of Lehigh Ave,1,1,N/A,
363,12/29/2017,Georgia,Riverdale,Lake Ridge Pkwy,1,0,N/A,
363,12/29/2017,Kentucky,Leitchfield,4334 Grayson Springs Rd,1,0,N/A,
363,12/29/2017,Texas,Houston,14300 S Post Oak Rd,3,0,N/A,
363,12/29/2017,Texas,Houston,5404 Nordling,1,0,N/A,
363,12/29/2017,North Carolina,Rocky Mount,2740 Stewart Ln,1,0,N/A,
363,12/29/2017,Texas,San Antonio,4700 block of Belinda Lee St,1,0,N/A,
363,12/29/2017,Georgia,Columbus,Lumpkin Ct,1,0,N/A,
363,12/29/2017,California,Long Beach,300 E San Antonio Dr,2,1,N/A,
363,12/29/2017,Ohio,Lorain,1900 block of Madison Ave,1,0,N/A,
363,12/29/2017,Colorado,Adams (county),11600 block of Riverdale Rd,1,0,N/A,
363,12/29/2017,District of Columbia,Washington,3900 block of 1st St SE,1,0,N/A,
363,12/29/2017,Florida,Avon Park,220 Garrett Rd,1,0,N/A,
363,12/29/2017,Missouri,Springfield,2655 N Glenstone Ave,1,0,N/A,
363,12/29/2017,Mississippi,Jackson,5400 block of Brookhollow Dr,1,0,N/A,
363,12/29/2017,Illinois,Chicago,12500 S Emerald Ave,1,1,N/A,
363,12/29/2017,California,South Gate,9800 block of Bowman Ave,1,0,N/A,
363,12/29/2017,Oklahoma,Oklahoma City,3900 block of SE 48th St,1,0,N/A,
363,12/29/2017,California,Bakersfield,Spectrum Park Way,1,0,N/A,
363,12/29/2017,Louisiana,Baton Rouge,2400 block of Georgia Street,1,0,N/A,
363,12/29/2017,Louisiana,Baton Rouge,3200 Plank Rd,1,0,N/A,
363,12/29/2017,Texas,San Antonio,7300 Block of Marble Creek Dr,1,0,N/A,
363,12/29/2017,California,Banning,700 block of Hoffer St,1,1,N/A,
363,12/29/2017,Virginia,Smithfield,1205 S Church St,1,1,N/A,
363,12/29/2017,California,Fontana,11200 block of Poplar Ave,2,0,N/A,
362,12/28/2017,Texas,Houston,5901 Selinsky Rd,1,2,N/A,
362,12/28/2017,North Carolina,Durham,1200 Block of Wabash St,1,0,N/A,
362,12/28/2017,California,South Gate,9800 block of Bowman Ave,1,0,N/A,
362,12/28/2017,Missouri,Saint Louis,1700 block of Dick Gregory Pl,1,0,N/A,
362,12/28/2017,Alabama,Birmingham,Highway 280,1,0,N/A,
362,12/28/2017,North Carolina,High Point,Garrison St,1,1,N/A,
362,12/28/2017,Virginia,Fredericksburg,18 Newcastle Pl,2,0,N/A,
362,12/28/2017,Tennessee,Memphis,Walden Glen Cove,1,1,N/A,
362,12/28/2017,Texas,Fort Worth,2300 block of New York Ave,1,0,N/A,
362,12/28/2017,Georgia,Atlanta,Linkwood Rd,1,0,N/A,
362,12/28/2017,Kansas,Wichita,1000 block of McCormick,1,0,N/A,
362,12/28/2017,Tennessee,Chattanooga,7600 block of N Bishop Dr,1,0,N/A,
362,12/28/2017,California,Compton,100 block of E Caldwell St,2,0,N/A,
362,12/28/2017,Indiana,Elkhart,2020 E Bristol St,1,0,N/A,
362,12/28/2017,Texas,Beaumont,3025 Washington Blvd,1,0,N/A,
362,12/28/2017,Delaware,New Castle,113 Parma Ave,1,0,N/A,
362,12/28/2017,Virginia,Fredericksburg,Heron Drive,1,1,N/A,
362,12/28/2017,Illinois,Dolton,733 E 142nd St,1,1,N/A,
362,12/28/2017,District of Columbia,Washington,800 block of Adrian Pl SE,1,0,N/A,
362,12/28/2017,District of Columbia,Washington,950 Eastern Ave NE,1,0,N/A,
362,12/28/2017,California,Selma,Country Rose Ln,1,0,N/A,
362,12/28/2017,Alabama,Demopolis,1500 block of Queensbury Ln,1,0,N/A,
362,12/28/2017,South Carolina,Winnsboro,SC 200,2,0,N/A,
362,12/28/2017,Ohio,Columbus,4790 Hilton Corporate Dr,1,1,N/A,
362,12/28/2017,New York,Buffalo,100 block of E Amherst St,1,1,N/A,
362,12/28/2017,Maryland,Capitol Heights,Kenilworth Ave and Eastern Ave NE,1,0,N/A,
362,12/28/2017,Pennsylvania,Philadelphia,1200 block of Brandywine St,1,0,N/A,
362,12/28/2017,New York,Bronx,Truxton St and Worthen St,1,0,N/A,
362,12/28/2017,Pennsylvania,Boyertown,114 Cleaver School Rd,1,0,N/A,
362,12/28/2017,Pennsylvania,Dover,3800 block of Kings Ln,1,0,N/A,
362,12/28/2017,Florida,West Palm Beach,822 S 3rd St,2,0,N/A,
362,12/28/2017,Nevada,Las Vegas,2200 block of Carroll St,3,0,N/A,
362,12/28/2017,New York,Bronx,1703 Bronxdale Ave,1,1,N/A,
362,12/28/2017,Illinois,Chicago,400 S Kilpatrick Ave,1,0,N/A,
362,12/28/2017,Ohio,Columbus,1913 Lockbourne Rd,1,0,N/A,
362,12/28/2017,Georgia,Stone Mountain,5800 Block of Memorial Dr,1,0,N/A,
362,12/28/2017,Michigan,Detroit,Promenade St,1,0,N/A,
362,12/28/2017,Florida,Tampa,3811 N Cortez Cir,1,0,N/A,
362,12/28/2017,Alabama,Brierfield,12772 Montevallo Rd,1,0,N/A,
362,12/28/2017,California,Los Angeles,4200 block of S. Corinth Avenue,1,0,N/A,
362,12/28/2017,Florida,Miami,NW 62nd Ln and NW 12th Ave,1,0,N/A,
362,12/28/2017,Texas,Greenville,4200 block of Pickett St,1,0,N/A,
362,12/28/2017,Missouri,Independence,1400 block of N Osage St,1,0,N/A,
361,12/27/2017,Kansas,Lawrence,2310 W 26th St,1,0,N/A,
361,12/27/2017,Ohio,Cincinnati,7701 Reading Rd,1,0,N/A,
361,12/27/2017,Colorado,Colorado Springs,3020 N Nevada Ave,1,0,N/A,
361,12/27/2017,Pennsylvania,Philadelphia,Nedro St and Opal St,1,0,N/A,
361,12/27/2017,Texas,San Antonio,5000 block of Sunset Glade,2,0,N/A,
361,12/27/2017,Nevada,Las Vegas,3750 E Bonanza Rd,2,2,N/A,
361,12/27/2017,Virginia,Chester,Rivers Bend Blvd and Sunset Blvd,1,0,N/A,
361,12/27/2017,Florida,Miami,NE Miami Pl and 58th St,1,0,N/A,
361,12/27/2017,Kentucky,Louisville,4700 Strawberry Ln,1,0,N/A,
361,12/27/2017,California,San Jose,2500 block of Van Winkle Ln,1,0,N/A,
361,12/27/2017,Missouri,Saint Louis,5700 block of Goodfellow Pl,1,0,N/A,
361,12/27/2017,California,Spring Valley,Concepcion Ave and San Francisco St,1,0,N/A,
361,12/27/2017,Louisiana,Carencro,800 block of Highway 1252,1,0,N/A,
361,12/27/2017,Illinois,Chicago,4800 S Michigan Ave,1,0,N/A,
361,12/27/2017,Illinois,Chicago,400 N Springfield Ave,1,0,N/A,
361,12/27/2017,District of Columbia,Washington,1860 Bryant St NE,1,0,N/A,
361,12/27/2017,Maryland,Baltimore,200 block of N Monastery Ave,1,0,N/A,
361,12/27/2017,Alabama,Mobile,3170 Dauphin Street,1,0,N/A,
361,12/27/2017,Alabama,Phenix City,100 block of Ware Rd,1,0,N/A,
361,12/27/2017,Pennsylvania,Phoenixville,218 Nutt Rd,1,0,N/A,
361,12/27/2017,Florida,Sanford,Terry Ln and Scott Dr,1,0,N/A,
361,12/27/2017,Arkansas,Little Rock,8101 41st Street,1,0,N/A,
361,12/27/2017,Michigan,Detroit,12800 block of W Chicago,1,0,N/A,
361,12/27/2017,Oklahoma,Oklahoma City,2201 NW 122nd St,1,1,N/A,
360,12/26/2017,Florida,Jacksonville,E Union St and Ionia St,1,0,N/A,
360,12/26/2017,Illinois,Chicago,13200 S Langley Ave,1,0,N/A,
360,12/26/2017,Indiana,Merrillville,2400 W 61st Pl,2,0,N/A,
360,12/26/2017,Georgia,Augusta,1900 Block of Kratha Dr,1,0,N/A,
360,12/26/2017,Virginia,Newport News,500 block of Logan Pl,1,0,N/A,
360,12/26/2017,Missouri,Kansas City,600 block of Spruce Ave,1,1,N/A,
360,12/26/2017,Ohio,Columbus,1000 block of Olmstead Ave,1,0,N/A,
360,12/26/2017,Pennsylvania,Pittsburgh,1913 Columbia Ave,2,2,N/A,
360,12/26/2017,Nebraska,Omaha,3912 North 37th Street,3,0,N/A,
360,12/26/2017,Alabama,Birmingham,1609 30th St Ensley,2,0,N/A,
360,12/26/2017,Illinois,Wilmington,1800 S Water St,1,0,N/A,
360,12/26/2017,California,Desert Hot Springs,13400 block of Cielo Azul Way,1,0,N/A,
360,12/26/2017,California,Los Angeles,1100 block W 110th St,1,0,N/A,
360,12/26/2017,California,Big Bear Lake,41100 block of Lahontan Dr,1,0,N/A,
360,12/26/2017,Alaska,Anchorage,5600 Kennyhill Dr,1,0,N/A,
360,12/26/2017,New Mexico,Roswell,3800 block of E Pine Lodge Rd,1,0,N/A,
360,12/26/2017,Maryland,Baltimore,3700 block of Arcadia Ave,1,0,N/A,
360,12/26/2017,New Mexico,Silver City,1000 Slag Rd,1,1,N/A,
360,12/26/2017,Washington,Spokane,1616 W Northwest Blvd,1,0,N/A,
360,12/26/2017,California,Sacramento,Academy Way,1,0,N/A,
360,12/26/2017,Pennsylvania,Philadelphia,5300 block of Greene St,1,0,N/A,
360,12/26/2017,District of Columbia,Washington,2200 block of Douglas St NE,1,0,N/A,
360,12/26/2017,Maryland,Baltimore,600 block of E 38th St,1,0,N/A,
360,12/26/2017,Mississippi,Mccomb,South Locust Street,1,0,N/A,
360,12/26/2017,Indiana,Indianapolis (Lawrence),8989 Pendleton Pike,1,0,N/A,
360,12/26/2017,Texas,Dallas (Farmers Branch),2800 block of Valley View Ln,1,1,N/A,
360,12/26/2017,Tennessee,Fulton,300 block of State Line Rd,1,0,N/A,
360,12/26/2017,Kentucky,Lexington,5900 block of Tates Creek Road,1,0,N/A,
360,12/26/2017,Arkansas,Hermitage,100 block of Bradley Rd 955,1,0,N/A,
360,12/26/2017,Ohio,Akron,1012 Hammel St,1,0,N/A,
360,12/26/2017,California,Tulare,Spruce St and Stockham St,1,0,N/A,
360,12/26/2017,Maryland,Hyattsville (Chillum),6200 block of Sligo Pkwy,1,0,N/A,
360,12/26/2017,Maryland,Upper Marlboro (Largo),Capital Ln and Capital Ct,1,0,N/A,
360,12/26/2017,Alabama,Birmingham (Hoover),2250 Little Valley Rd,1,0,N/A,
360,12/26/2017,Ohio,Warren,Main Ave and 2nd St SW,1,1,N/A,
360,12/26/2017,Louisiana,Gretna (Terrytown),900 block of Monterey Ct W,1,0,N/A,
360,12/26/2017,Texas,Houston,8341 Veterans Memorial Dr,1,0,N/A,
360,12/26/2017,Virginia,Richmond,1500 block of Carlisle Ave,1,0,N/A,
360,12/26/2017,New York,Bronx,Sheridan Ave and Marcy Pl,1,0,N/A,
360,12/26/2017,Indiana,Mishawaka,4312 N Hickory Rd,1,0,N/A,
360,12/26/2017,Oregon,Boring,13200 block of SE 312th Dr,1,0,N/A,
360,12/26/2017,Tennessee,Portland,127 Hollands Way,1,0,N/A,
360,12/26/2017,Nevada,Las Vegas,Washington Avenue and Rancho Drive,2,0,N/A,
359,12/25/2017,Florida,Orlando,Washington Ave,1,1,N/A,
359,12/25/2017,Kansas,Leavenworth,500 block of Vilas St,1,0,N/A,
359,12/25/2017,Alabama,Birmingham,1600 block of 30th Street,2,0,N/A,
359,12/25/2017,Mississippi,Lena,Riverbend Road,1,0,N/A,
359,12/25/2017,Oklahoma,Tulsa,11th and Wheeling,1,0,N/A,
359,12/25/2017,Virginia,Richmond,2517 W Tremont Ct,1,0,N/A,
359,12/25/2017,California,Stockton,Lincoln St and Lafayette St,1,0,N/A,
359,12/25/2017,Missouri,Saint Louis,Northwinds Estates Dr,1,0,N/A,
359,12/25/2017,Missouri,Saint Louis,9600 block of Newton Dr,1,0,N/A,
359,12/25/2017,California,Bellflower,9100 block of Rosecrans Avenue,1,1,N/A,
359,12/25/2017,California,Ontario,1300 block of North Vine Ave,1,0,N/A,
359,12/25/2017,New York,Hempstead,Terrace Ave,1,0,N/A,
359,12/25/2017,Illinois,Decatur,1600 N 32nd St,1,0,N/A,
359,12/25/2017,Oklahoma,Fort Cobb,N/A,1,0,N/A,
359,12/25/2017,California,Fairfield,1000 block of Second Street,1,0,N/A,
359,12/25/2017,Texas,Austin,6600 Ed Bluestein Blvd,1,0,N/A,
359,12/25/2017,Louisiana,New Orleans,3300 block of First Street,1,0,N/A,
359,12/25/2017,Florida,Palm Coast,4 Seward Trl,1,0,N/A,
359,12/25/2017,Mississippi,Utica,3034 Flint Young Road,1,0,N/A,
359,12/25/2017,New York,Rochester,Genesee St and Kirkland Rd,1,0,N/A,
359,12/25/2017,South Carolina,Florence,100 block of Liberty St,1,1,N/A,
359,12/25/2017,Florida,Lakeland,2422 Peachtree St,1,0,N/A,
359,12/25/2017,Texas,Houston,13100 block of Hillcroft Ave,1,1,N/A,
359,12/25/2017,Ohio,Cleveland,W 44th St and Carlyle Ave,1,0,N/A,
359,12/25/2017,Louisiana,Monroe,McKeen Place,1,0,N/A,
359,12/25/2017,California,Oroville (Butte Valley),2920 Clark Rd,1,0,N/A,
359,12/25/2017,Illinois,Chicago,8100 S Wabash Ave,1,0,N/A,
359,12/25/2017,Pennsylvania,Allentown,1900 block of Jonathan St,1,0,N/A,
359,12/25/2017,Arkansas,Scott,3100 block of Johnson Road,1,1,N/A,
359,12/25/2017,Florida,Miami,NW 1st St and NW 8th Ave,1,0,N/A,
359,12/25/2017,Indiana,Noblesville,11200 E 191st St,3,0,N/A,
359,12/25/2017,Washington,Yakima,20 N 1st St,1,0,N/A,
359,12/25/2017,Washington,Yakima,300 block of W Pierce St,1,0,N/A,
359,12/25/2017,Arizona,Phoenix,S Central Ave and W St Catherine Ave,1,0,N/A,
359,12/25/2017,Kansas,Kansas City,Richmond Ave and N 17th St,1,1,N/A,
359,12/25/2017,Arizona,Phoenix,1601 East Highland Avenue,3,1,N/A,
358,12/24/2017,Illinois,Chicago,1200 S Jefferson St,1,0,N/A,
358,12/24/2017,California,Los Angeles,8100 block of De Soto Ave,1,0,N/A,
358,12/24/2017,North Carolina,High Point,709 Garrison St,1,1,N/A,
358,12/24/2017,Texas,Houston,Lauder Rd and Homestead Rd,1,1,N/A,
358,12/24/2017,Texas,Weslaco,Encino Dr,1,0,N/A,
358,12/24/2017,Virginia,Charlottesville,1700 block Monticello Rd,2,0,N/A,
358,12/24/2017,Tennessee,New Johnsonville,Highway 70 East,2,0,N/A,
358,12/24/2017,Massachusetts,Boston,150 Wellington Hill St,1,0,N/A,
358,12/24/2017,Texas,Lufkin,Tripletree St,1,0,N/A,
358,12/24/2017,North Carolina,Wilmington,115 Silver Lake Rd,1,0,N/A,
358,12/24/2017,California,San Pablo,2900 block of Rollingwood Dr,1,0,N/A,
358,12/24/2017,Ohio,Cleveland,600 block of E 115th St,1,0,N/A,
358,12/24/2017,Alabama,Troy,100 block of Chapman St,1,4,N/A,
358,12/24/2017,Missouri,Kansas City,Garfield Ave and Lexington Ave,1,0,N/A,
358,12/24/2017,Illinois,Monmouth,118 W 4th Ave,1,0,N/A,
358,12/24/2017,South Carolina,Lake City,709 N Georgetown Rd,1,0,N/A,
358,12/24/2017,Maryland,Coltons Point,38000 block of Dukeharts Creek Rd,1,0,N/A,
358,12/24/2017,Maryland,Silver Spring,1010 Quebec Ter,1,0,N/A,
358,12/24/2017,Mississippi,Robinsonville,13132 N Hwy 61,1,1,N/A,
358,12/24/2017,Florida,Jacksonville,Lancashire Dr,1,0,N/A,
358,12/24/2017,Missouri,Joplin,627 S Byers Ave,1,1,N/A,
358,12/24/2017,Louisiana,New Orleans,1800 block of St. Ann Street,1,1,N/A,
358,12/24/2017,Maryland,Baltimore,200 block of S Monastery Ave,1,0,N/A,
358,12/24/2017,Alabama,Cullman,821 County Road 992,1,0,N/A,
358,12/24/2017,New Jersey,Keyport,179 Hilltop Boulevard,2,0,N/A,
358,12/24/2017,Arizona,Phoenix,E Yale St and N 16th St,1,0,N/A,
358,12/24/2017,Mississippi,Kosciusko,125 Cannonade St,1,0,N/A,
358,12/24/2017,Ohio,Cleveland,2800 block of E 117th St,1,0,N/A,
358,12/24/2017,New York,Syracuse,405 Temple St,1,0,N/A,
358,12/24/2017,North Carolina,Belhaven,Beach Ridge Rd,1,0,N/A,
358,12/24/2017,North Carolina,High Point,Apex Pl and Worth St,1,0,N/A,
358,12/24/2017,Louisiana,Kenner,200 block of Clemson Pl,1,0,N/A,
358,12/24/2017,Texas,Kilgore,Co Rd 267D,1,0,N/A,
358,12/24/2017,New Jersey,Newark,S 15th St,1,0,N/A,
358,12/24/2017,Alaska,Fairbanks,Steese Hwy and Johansen Expwy,1,0,N/A,
358,12/24/2017,Virginia,Colonial Heights,500 block of Riverview Rd,1,0,N/A,
358,12/24/2017,California,Modesto,10th St and I St,1,1,N/A,
358,12/24/2017,New Jersey,Keyport,Hilltop Blvd,2,0,N/A,
358,12/24/2017,Texas,Irving,200 block of Red River Trail,1,0,N/A,
357,12/23/2017,Texas,Wichita Falls,4500 block of Mourning Dove Lane,2,0,N/A,
357,12/23/2017,Georgia,Tifton,Timmons Dr,1,0,N/A,
357,12/23/2017,Alabama,Birmingham,17th Avenue North and 32nd Place North,1,0,N/A,
357,12/23/2017,Oregon,Oakridge,Teller Rd,1,0,N/A,
357,12/23/2017,Connecticut,Bridgeport,717 Kossuth St,1,0,N/A,
357,12/23/2017,Pennsylvania,Philadelphia,3000 block of Agate St,1,0,N/A,
357,12/23/2017,Minnesota,Crookston,N/A,1,0,N/A,
357,12/23/2017,Massachusetts,Boston,Lenoxdale Ave and Hill Top St,1,0,N/A,
357,12/23/2017,Maryland,Nanjemoy,8300 block of Bowie Rd,1,0,N/A,
357,12/23/2017,Florida,Ocala,3340 S Pine Ave,1,0,N/A,
357,12/23/2017,Oklahoma,Oklahoma City,2200 block of S Mehl Dr,1,0,N/A,
357,12/23/2017,District of Columbia,Washington,2900 block of MLK Jr Ave SE,1,0,N/A,
357,12/23/2017,Tennessee,Tracy City,B Mine Rd,1,1,N/A,
357,12/23/2017,Illinois,Peoria,1805 N Linn St,1,1,N/A,
357,12/23/2017,South Carolina,Mullins,Church Street,1,0,N/A,
357,12/23/2017,California,Oakland,2200 block Of Brush St,1,0,N/A,
357,12/23/2017,Colorado,Snowmass Village,N/A,1,0,N/A,
357,12/23/2017,South Carolina,Columbia,7041 Parklane Road,1,0,N/A,
357,12/23/2017,Arizona,Tucson,1500 block of W Calle Guadalajara,1,0,N/A,
357,12/23/2017,Louisiana,Eunice,100 block of City Avenue,1,3,N/A,
357,12/23/2017,Louisiana,New Orleans,5700 block of Crowder Blvd,1,0,N/A,
357,12/23/2017,Arizona,Mesa,7026 E Colonial Club Drive,3,0,N/A,
357,12/23/2017,Maryland,Baltimore,600 block of N Dukeland St,1,0,N/A,
357,12/23/2017,Maryland,Baltimore,4900 block of Pembridge Ave,1,0,N/A,
357,12/23/2017,Oregon,Gresham,2000 block of NW 7th Pl,2,0,N/A,
357,12/23/2017,Pennsylvania,Chester,3100 block of W 9th St,1,0,N/A,
357,12/23/2017,Indiana,Fort Wayne,1400 Greene St,1,0,N/A,
357,12/23/2017,Indiana,Fort Wayne,1524 Oxford St,1,1,N/A,
357,12/23/2017,North Carolina,Kelly,23705 NC 210 E,1,0,N/A,
357,12/23/2017,Indiana,Bloomington,1400 N Woodburn Ave,1,1,N/A,
357,12/23/2017,New York,Medford,3102 Falcon Ave,2,0,N/A,
357,12/23/2017,Illinois,Chicago,5200 W Ferdinand St,1,1,N/A,
357,12/23/2017,Illinois,Chicago,11200 S Michigan Ave,1,0,N/A,
357,12/23/2017,Missouri,Saint James,17000 block of CR 3520,1,0,N/A,
357,12/23/2017,Alabama,Birmingham,224 12th St. W,1,0,N/A,
357,12/23/2017,New Mexico,Albuquerque,3800 block of Montgomery Blvd NE,1,0,N/A,
357,12/23/2017,Texas,Longview,1000 block of 12th St,1,0,N/A,
357,12/23/2017,Ohio,Dublin,6400 Emerald Parkway,1,0,N/A,
357,12/23/2017,Missouri,Kansas City,400 block of Jackson Ave,1,0,N/A,
357,12/23/2017,Pennsylvania,Pittsburgh (Churchill),2300 block of Forest Dr,1,1,N/A,
357,12/23/2017,New Hampshire,Canaan,Switch Rd and US-4,1,0,N/A,
357,12/23/2017,Georgia,Hephzibah,2300 block of Patrick Ave,1,0,N/A,
357,12/23/2017,California,Vallejo,401 York St,1,2,N/A,
357,12/23/2017,Pennsylvania,Reading,1600 block of Perkiomen Ave,1,0,N/A,
356,12/22/2017,North Carolina,Greensboro,204 E Seneca Dr,1,0,N/A,
356,12/22/2017,Minnesota,Gilbert,Michigan Ave,1,1,N/A,
356,12/22/2017,Michigan,Beaverton,Hay Rd and E Highwood Rd,1,0,N/A,
356,12/22/2017,Mississippi,Columbus,1203 Hwy 45 N,1,0,N/A,
356,12/22/2017,Missouri,Kansas City,4500 block of Spruce Ave,1,0,N/A,
356,12/22/2017,California,Sacramento,Santa Cruz and Broadway,1,1,N/A,
356,12/22/2017,Virginia,Danville,Ross St,1,0,N/A,
356,12/22/2017,Texas,Lubbock,6000 block of 88th St,1,0,N/A,
356,12/22/2017,Nevada,Las Vegas,4000 block of Vader Avenue,2,0,N/A,
356,12/22/2017,South Carolina,Mullins,Church St,1,0,N/A,
356,12/22/2017,Tennessee,Memphis,Boyce Ave,1,0,N/A,
356,12/22/2017,New York,Guilford,CR 35,1,0,N/A,
